ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789345828,21eEDiTLrNE7xWL6WYis3rmDkwLK2fZYg4G3mk6pu9ut,,,,,,,0.0,BtLUfuAfS4EKSJcES1Fy2XRoXKzKtW9gYnCt1JrDixgu,no,no,unknown,26.181818181818183,40.0,0.0,0.0,80.0,31.25,False,,Liza_Binance/status/2084375543399465357,AppleCTOSOL,1
1789345852,78RTVL78uAmKKNuGJzVtBhp1ncnsQatjwqpaBZX2gNCQ,,,,,,,0.0,74QoXtpWeWSyy8T1X4FTw2rnpF4JuH6Agmy9Q1eUKtjz,no,no,unknown,20.77922077922078,28.571,0.0,0.0,40.0,31.25,False,,i/communities/2019897070702981355,,0
1789345877,8xVxdQXuRYfULCZAqY3oqjLzdKGV6vJejYshxBPPAKLr,,,,,,,0.0,J8zzhrPMQQP8igtr7i5KAahHGSAEHhn81jj1efMV8bjQ,no,no,unknown,24.935064935064936,42.857,0.0,0.0,40.0,31.25,False,,,,1
1789345901,9TYRQUuAwuJXbAmFTEdb22CFTbv7WRnCvro16vLn8kut,,,,,,,0.0,J7WzFhbGPVt1TSZBRM9ww63W8WBG9wwH9cQ5DEBLdap6,no,no,unknown,23.064935064935067,40.0,0.0,0.0,20.0,31.25,False,,,,0
1789345926,A5W9xL8HpK8aoSivBZ2U6ToygKjbg3cVXEy8vWvq3qAk,,,,,,,0.0,9BvMNqUpgvvTsNnSDUPUS7qHrenoC9AiagPrpHQTG1Lb,no,no,unknown,25.974025974025977,42.857,0.0,0.0,60.0,31.25,False,,grok12_john/status/2099289643485212702,,1
1789345950,CYSx8M2ZRKoRcfswcJnDjHYz139erQwwCpHRd7Zbpump,,,,,,,0.33,6nGBq5k197ndC46DQv5tmqtDDzuvCNTVgQ3ijv7kWyaM,no,no,unknown,34.16103896103896,54.286,64.0,0.0,0.0,31.25,False,,,,0
1789347206,31FyUUWDUa3zTwej4fEcrETE2FLQoyhRQ6swK5gnpump,,,,,,,0.0,sAhs4ASzJNXbXRmBjcn3ou8s8rn7feYtZJduBoJRsFS,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,Pump Fun,,,0
1789347231,4hYFzQ6Yt94xChyg1iZv31kVWCpqt5WkT1psLpppreCz,,,,,,,5.54,NMVXLGSVrvcP9RS7iRy8BkbrueyNKzLGZD5rhKMVYXy,no,no,unknown,20.77922077922078,28.571,0.0,0.0,40.0,31.25,False,,MrBeastExtra,,0
1789347255,6ALnNoMHshhd1AuZkbwt5bpTLKxk8tsbu9FDuKxpjMx1,,,,,,,,,,,unknown,14.42077922077922,11.429,64.0,0.0,60.0,0.0,False,Chill|Dog,houseofheat/status/2099204485633482959,,1
1789347280,9Uo5aUr7PGKR2yaSBa254jJ7kqLzVZgVLSJwF8gX5h5z,,,,,,,0.0,J7WzFhbGPVt1TSZBRM9ww63W8WBG9wwH9cQ5DEBLdap6,no,no,unknown,27.885714285714286,42.857,32.0,0.0,20.0,31.25,False,,,,0
