ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1790382493,3ju2BqmuH96av4jvVvWWwRxT6xX79ZAjeeMVgZsy4PZH,,,,,,,,,,,unknown,4.363636363636364,11.429,0.0,0.0,20.0,0.0,False,,,,0
1790382517,5MKuPuWchjezkCJLYFj9Dtr3mW3kMbWsTQdCWfnijLKe,,,,,,,0.0,uVd8NzkJXNi4FyybArS1acdp2ut7D5uEV3GfPyUW5WA,no,no,unknown,23.729870129870132,28.571,32.0,0.0,20.0,31.25,False,,,,0
1790382542,8JbRMGtCjanNYDWuMreoxwM7HUyrAAFSQoyHE4BnroLL,146,55.1875,10.9078,9.3459,24.5588,2026-09-25T20:57:56Z,3.0,6cxiN3uvkewiy8nnFR2qoaEvgo1NsB5jAEtE8g654Usk,no,no,unknown,38.94025974025975,42.857,64.0,0.0,60.0,46.25,False,Pump Fun,i/communities/2031090782380372323,,1
1790382566,AQJ7hZRjtGLZ2H1pvPZCVxK1nKwtffLeeaUTzt7Kpump,423,34.967,11.3947,13.2044,40.4339,2026-09-26T00:20:06Z,0.0,E4FPggw9yDp9PNJDuRoLYDr6a5HKCsAterw3fygLpZEA,no,no,unknown,44.25974025974027,54.286,80.0,0.0,60.0,46.25,False,,brittroxx123/status/2103594297249382530,,1
1790382590,B9C7Ehd2Ute3fuDQSzbv6QzECHUsEp1yqQ795sTdpump,6786,18.3478,2.4986,4.8385,74.3151,2026-09-26T00:25:04Z,0.0,2o1tfFQBK4mNrQrxipZSwiU8Go6CMGKhvXfv5BDJWeDn,no,no,unknown,49.32987012987014,54.286,64.0,0.0,60.0,67.5,False,Pump Fun|Urban Dictionary,,,0
1790382615,CMuvWQ6qQbSt7NUQdPGcVKCoDgETieuqS68qu6BaeVgR,528,29.5909,11.3882,14.1842,44.8367,2026-09-26T00:20:56Z,0.0,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,no,no,unknown,46.75324675324675,54.286,100.0,0.0,60.0,46.25,False,,cremieuxrecueil/status/21036404160464450,,1
1790382639,Do4VN39zVA66MFEKUTfE2TDjAMuZ4yNHmyJHWwYhVvi9,345,34.0934,11.0929,14.4094,40.4043,2026-09-26T00:22:53Z,0.0,8ZN71XTdVo8yRovnGLmNgW3Tgniw6A4J3JGLvPD686FP,no,no,unknown,42.26493506493507,54.286,64.0,0.0,60.0,46.25,False,Pump Fun,cremieuxrecueil/status/21036404160464450,,1
1790382664,DsJDVBeNnUYvsJEaLyhNm6xrULzVDzuAPCVCHKRCpump,377,100.0003,0.0,0.0,-0.0003,2026-09-26T00:23:25Z,79.31,9AYiGJfyZPKFVyUwLoc1z9Yg64KJg4ajtwZ3BS55xemP,no,no,unknown,53.402597402597415,100.0,80.0,0.0,20.0,40.0,False,,,,0
1790382688,EkRK2ZVFaULuPEHyGGiUtK3kTLcMpJBRMocsJ46LCAUk,1085,31.6236,9.9798,13.1343,45.2623,2026-09-26T00:19:15Z,0.0,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,no,no,unknown,46.75324675324675,54.286,80.0,0.0,60.0,53.75,False,,i/status/2103635515056824398,,1
1790382713,fart3xZRTVH28QsS5Qtb7MXZMVJGyeKPB4aoZCdGQfH,80,65.7258,10.9996,16.9661,6.3085,2026-09-25T23:44:43Z,3.5,fartBaAUQWXvT7itwXq5CwGLujRYGWeNzC8A91UCN4w,no,no,unknown,37.77662337662338,54.286,48.0,0.0,60.0,38.75,False,Pump Fun,fartdesk,,1
1790383955,6EzCviLgMcoFhBZZUZC9jDzuPiqiVsrAv4h7h8mapump,195,100.4246,0.001,0.0,-0.4256,2026-09-26T00:44:13Z,79.73,Fo2haVq9D8aho5SneAKmYwpJkRH512BNVDppmjCFen2o,no,no,unknown,41.51688311688312,65.714,48.0,0.0,60.0,40.0,False,Pump Fun,alx/status/2103557149465198924,,1
