ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789777698,5G4Jtp6yRTWwrzrS6EWLGmxwmxDH7mq5mhcc9ZXDTgxd,,,,,,,0.0,7RuR6WisHuQK4q79GYrKyYoeJvDqGdR66a7M4SWThBwo,no,no,unknown,21.818181818181817,28.571,0.0,0.0,60.0,31.25,False,,streampaidxyz,,1
1789777723,6fZdNmQRmcuV5UuVFoahhrfDExo7oLc7mmCB1rbKXZyo,51,99.4454,0.329,0.1991,0.0265,2026-09-19T00:27:44Z,0.0,DsiR1zmoBShR7X52HHQbLTzFHrzkNQJ7MZySDcdCYMkP,no,no,unknown,28.675324675324674,62.857,0.0,0.0,0.0,31.25,False,,,,0
1789777747,7vNWJPnAy76xJR6yHQYfFeEbe3WXCZCm9npM4cBHpump,1597,26.987,5.2986,9.7711,57.9433,2026-09-19T00:23:24Z,0.74,C6eNxVSVRvdGWR3J856CULYWTczULhhoGLy43Te2WWBY,no,no,unknown,44.05194805194805,40.0,100.0,0.0,80.0,47.5,False,Pump Fun,ALLINU67,ALLINU67,1
1789777771,8pCYnTGuzeLEs5PQkB9pofFrKetSgxySYffCXDwQy8hf,331,27.5119,11.5038,17.4782,43.5061,2026-09-18T21:20:37Z,,,,,unknown,27.636363636363637,11.429,80.0,0.0,20.0,40.0,False,,,,0
1789777796,E85AudkwMSFgyFtJdS1nkmoQVgMrgmFDeRf8PXoepump,3595,10.6592,3.2258,6.0896,80.0254,2026-09-19T00:26:39Z,0.0,7VUEfW8LogvGtKsj7KAiyiHPtKqAPhiy6J5WguW4THT5,no,no,unknown,46.005194805194805,51.429,64.0,0.0,60.0,60.0,False,Pump Fun|Chinese|Mascot,salutefrogonsol,,1
1789777820,HAa5JGYxRP7H4Y2hMnyumDkfaqyCzu8YPSgaVURE6b8J,447,36.2001,11.44,14.7255,37.6344,2026-09-19T00:28:44Z,,,,,unknown,29.797402597402595,25.714,64.0,0.0,20.0,40.0,False,Inu,,,0
1789777845,iZuNazSbdm3fCHZB9yiRxzojGFonYnM7NSFENFopump,40,86.8273,11.8984,1.3392,-0.0649,2026-09-19T00:14:57Z,0.17,2PdmToMinYbGVc83YVDu7maJckMM6jbQbKoa66H8ZLvN,no,no,unknown,27.719480519480516,28.571,64.0,0.0,60.0,25.0,False,,aspriworld,,1
1789777869,stncqgk9GpXpcRUfaAYu3LPJMMAfsiZ5PrEYh8Xpump,1975,5.188,5.188,10.376,79.248,2026-09-19T00:16:21Z,79.31,EXnUrY1S5vB51CPdLtXCeZWVuJ7oHufuQozc2jjCiK4M,no,no,unknown,62.54545454545455,100.0,100.0,0.0,20.0,60.0,False,,,,0
1789779068,2wDNaaBoznHZ2S3xLZCAffi4ZmkTuedaXQGTsWThpump,2554,12.5283,2.6746,4.5555,80.2416,2026-09-19T00:44:56Z,0.0,XXAsGXjk71nF1CDqPwuaNdyjVkYjoiFeCq2v3kQtHAa,no,no,unknown,45.797402597402595,54.286,64.0,0.0,40.0,60.0,False,Pump Fun|Animal,prismcatsol,,0
1789779093,39EDHSi9BjwnrdFCYXv8zJHopyy5X9szG1BauPnDneVB,,,,,,,0.0,EfXXcyv8maBtvsFQ6vHN5WxkXbuzjRmD7CSQQ8N4vf64,no,no,unknown,29.132467532467533,40.0,32.0,0.0,60.0,31.25,False,,getbiddyfun,,1
1789779117,AUZixNEnr3xhH8w3KG58efEZ1oxvUhwqzDM1dwwz2Kya,41,86.6039,9.3281,4.067,0.001,2026-09-19T00:31:01Z,16.39,7THCL9MSZxruCNomFGvBuWSs8Bcnif4CQ2xBpvx3GScv,no,no,unknown,27.719480519480516,28.571,64.0,0.0,60.0,25.0,False,Animal,xbirdsol,,1
1789779141,D8BNpRy9FSNXjXRMxX2qV5KJcdg9rVsirHj2bfUyPGoq,654,36.6812,14.7463,17.6233,30.9492,2026-09-19T00:43:56Z,0.0,Dd3V946S1nyhqC65rkhiUEXV1dTqREpocvamyBmQ3MiY,,,unknown,32.91428571428572,25.714,64.0,0.0,40.0,46.25,False,Pump Fun,1lloak/status/2101010100844720634,,0
1789779166,DQfVqyCBweL181f4t52iiqHZrWjBc7sL1BKKDM6w13Dy,213,47.8915,16.3342,14.1027,21.6716,2026-09-19T00:42:23Z,0.83,3pX4AyCh2M9Em4tK8TWJ96MwXtb1ktfo1WXD2JjRwDik,no,no,unknown,33.95324675324676,40.0,64.0,0.0,20.0,40.0,False,Inu,,,0
1789779190,FFUZsDLWBSLvqDx5CEzf7SiJAmTkz8Z5raiZGCYXpump,3223,13.0151,2.0918,4.0947,80.7984,2026-09-19T00:44:04Z,0.0,9CfDi79L2XrS6CxKuGqMnMxMu9uG49My5ouYJ1HptAvh,no,no,unknown,39.56363636363636,40.0,64.0,0.0,80.0,47.5,False,Pump Fun|Dog|Animal,PrismDogSol,PrismDogSol,1
1789779215,FVeWAKuN22zd8RaAeKAB9LHFbbSjVpAXnLFav7iRQXBz,,,,,,2026-09-19T00:27:48Z,0.0,4n6XhGZV4itbUwg6yU7xWTqmtH3mzAuQBBD7KK8LFn5s,no,no,unknown,33.12207792207793,40.0,64.0,0.0,60.0,31.25,False,Pump Fun,bbaoo777/status/2101105838270427642,,1
1789779239,HkJiit2pbesCzSPyEmmf5jnvHpE3RXdB8KmzAWtsmFS6,268,95.9746,2.5714,1.1359,0.3181,2026-09-19T00:43:10Z,,,,,unknown,37.4025974025974,34.286,80.0,0.0,0.0,52.5,False,,,,0
1789779263,chFGwTGcqENXhfwcXqRLjAVmQn7pamew2vmH6FNj2LR,129,46.1214,16.3233,16.6873,20.868,2026-09-19T00:45:54Z,,,,,unknown,25.641558441558445,11.429,64.0,0.0,20.0,40.0,False,Animal,,,0
1789780781,3oegZ4e6Mk1uZ12SgAJ7vJVxf5ViNByzGgfu1t4uGWL7,,,,,,,1.02,9UPW4KwvtgCsixehM5oy8LnpupxJFSSpgMjtNFDRWrPe,no,no,unknown,21.818181818181817,28.571,0.0,0.0,60.0,31.25,False,,getbiddyfun/status/2101098671450337586,,1
1789780805,3xhoSKwGxUNQD1gsLJy8sLbKjycmiKD28qkggP19PZFY,145,97.8194,0.3694,0.5063,1.3049,2026-09-19T01:18:08Z,0.0,4vGN1TKwcSdUxeG5fSn4Jt1TnjmAmucHWXZJusqA631,no,no,unknown,29.83896103896104,28.571,16.0,0.0,40.0,52.5,False,,prism_launch/status/2101111708622500237,,0
1789780830,43KLHZFrFn6dhUH6g53FXHywgBCZpcs8ihDqncPo83so,184,95.3273,1.1132,1.3915,2.168,2026-09-19T01:18:14Z,0.0,9hkBhXNhAJHRFEux7hVLVYot9FnEutoMpK7ncT3j9wpV,no,no,unknown,24.644155844155843,28.571,16.0,0.0,20.0,40.0,False,,,,0
1789780854,4o5Mxityk8Tet4Gbih2EvPYZmxGxDVuB5eFm4njKte85,234,45.9536,15.1091,16.392,22.5453,2026-09-19T00:50:56Z,,,,,unknown,27.8025974025974,25.714,48.0,0.0,20.0,40.0,False,Inu,,,0
1789780879,67ehuZXUCQqQ1jkSgqhZAk6cdgGYtd1TEJCoDTX81uSZ,204,94.0327,1.6368,2.1455,2.185,2026-09-19T01:18:11Z,6.06,9WXCjioQ8LJnzNJDFQCZ3VqffJ6wUqSu2gbtCZhWPJ2s,no,no,unknown,32.872727272727275,28.571,32.0,0.0,60.0,52.5,False,,getbiddyfun,,1
1789780904,75w2sWB3mSR5UJMDd6CXcD23piHhqkoV61pxSuwHgLhb,,,,,,,8.81,GyvP9rpXjtNWG3VTzmkF6EfpsfwdvGRaSTK9jqQ63A3v,no,no,unknown,21.735064935064937,28.571,16.0,0.0,20.0,31.25,False,,,,0
1789780928,CJmk2CGKuzT2sJtnkhs7BVYwTb6dDXveFPSfYriVpump,47,77.4611,12.9694,9.3662,0.2033,2026-09-19T00:55:40Z,25.0,FvLdCEYberVttYtQQPbaGMbHWQi2ww3wWTSdngNK65Qh,no,no,unknown,24.685714285714287,28.571,48.0,0.0,40.0,25.0,False,Pump Fun,upcoinpumpfun,,0
1789780953,CwCLDNmpF2r7kR23Z6DruqBGrxuSQg25XRhypFvjJyvy,,,,,,,0.0,2TwBy3fCXUvTCenYcTQE1xKXAQhduiUEDBfVb1vH1tpa,no,no,unknown,18.7012987012987,28.571,0.0,0.0,0.0,31.25,False,,,,0
1789780977,EEKCgztteF5oCmu2xsERpS7PiKWPFJm1P7HvRW8aaqom,60,69.4922,14.8354,14.7583,0.9141,2026-09-18T23:01:46Z,0.0,6G5Ksz9QXmwusZRuJ44MU9hMgfDkJybn7rpbpk5rWFr1,no,no,unknown,35.615584415584415,40.0,64.0,0.0,60.0,38.75,False,Pump Fun,CSEbnb/status/2100709459123188079,,1
1789781002,FzqGY3vUF5Zph5Mv4nxZGHxzc18feBvuoF9fNxsHtWGG,1152,35.8918,8.9812,11.4227,43.7043,2026-09-19T01:08:45Z,0.35,T9zDHEkctJhkdxZuuVRhsSDkhhAdzRwfToUXmZqLE8M,no,no,unknown,44.05194805194805,40.0,100.0,0.0,40.0,53.75,False,Pump Fun|Animal,prism_launch/status/2101074379773735364,,0
1789781027,GFeK7aFRACW6Y9w2ZrGWGMrTB4DHTeXXMqS6keBipfoR,,,,,,,0.0,vMymQPd2tGrCprXMWH1CT7drwS31ZFLTrHJyZf1vuyW,no,no,unknown,25.807792207792208,28.571,32.0,0.0,60.0,31.25,False,,KingChillxyz/status/2101115652929114526,,1
1789781051,HqEjwAjUFMKCcLpX5yXwDhEhyqjW7xnxFij4cqSa6CPa,195,94.2808,1.0539,1.5517,3.1136,2026-09-19T01:14:43Z,0.0,EduWPveo3Qmdh6kteGMKMySXMuJCDi96snPxS3Ai7ZW5,no,no,unknown,30.794805194805196,28.571,32.0,0.0,20.0,52.5,False,,,,0
