ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789432236,2CFiKwy5ATZZQkjrVtrvXPFaa5WZddv2uJ25Acs8uz6J,,,,,,,0.0,5C4s5xutBtsAAorLWsYxGxvUBFSDj8E7copPgkcBQHrH,,,unknown,2.077922077922078,0.0,0.0,0.0,40.0,0.0,False,,TJOHNSIII/status/2099574405315641532,,0
1789432261,2pTAPhaZzzFADxBL2HAriahi37hsw4GajNJFwVHygC49,,,,,,,0.0,7dPfkgsBjdEKtQSZKSKpGgqJamZKLhDAU9kCziuQUEgK,no,no,unknown,21.735064935064937,28.571,16.0,0.0,20.0,31.25,False,,,,0
1789432286,5HFSBVsgaunRcieoL4Rwm5joqub2HpUPZSaDLQTnxx5x,,,,,,,0.0,12G8XXEEZvLTXQLY2EjjMq1LA6EzbkCa5dzugc4P3QLv,no,no,unknown,21.818181818181817,28.571,0.0,0.0,60.0,31.25,False,,WOJAKTYSONdev,,1
1789432310,7GEQiFYQpFZ2NGSxpjhojJPGv5Dc5ZbHEnQsM1W6mAxd,,,,,,,3.4,E2vG8ivN37xmKT5VqicY2AB57dwRfHt5Zq25gLYhAKMh,no,no,unknown,26.763636363636362,28.571,48.0,0.0,40.0,31.25,False,,cz_binance/status/2058673766004060590,,0
1789432335,DYQTJL5XVRyv4ghRRt4CDGnYF5XhKiHHG2WqoKfzkgYN,,,,,,,51.72,2BEsRH3v64BGTogCZVFAVsNSZDNb7xpTRZZQLNqaCmGa,no,no,unknown,37.48571428571428,65.714,64.0,0.0,0.0,31.25,False,,,,0
1789432359,DyuCgcYwjeDAASRdSe6gfaMjCEUAMrWfaveLiUM7Qs7t,,,,,,,,,,,unknown,16.4987012987013,25.714,64.0,0.0,20.0,0.0,False,,,,0
1789432384,EukZVZo4rmfd7txyUhPc5gykczV4cEvjHJQGfnvLDWQ9,,,,,,,0.0,7dPfkgsBjdEKtQSZKSKpGgqJamZKLhDAU9kCziuQUEgK,no,no,unknown,23.729870129870132,28.571,32.0,0.0,20.0,31.25,False,,,,0
1789432409,F2jJigucTzR4NsKyHMSx6Uy1xHzYK5Qfpfgn9BwXfCQr,,,,,,,0.0,ETNQiHH4x51atBNAzzbXQEm5rXcUiu9H92upQsmrrik,no,no,unknown,24.76883116883117,28.571,32.0,0.0,40.0,31.25,False,,VanTenevrh,,0
1789432433,FEkw4zacSi8Ub9hECP7A9rWhkxapWd1qz8c4xvgURU3s,,,,,,,8.53,12G8XXEEZvLTXQLY2EjjMq1LA6EzbkCa5dzugc4P3QLv,no,no,unknown,25.807792207792208,28.571,32.0,0.0,60.0,31.25,False,,WOJAKTYSONdev,,1
1789432458,G93sEYQuvhhQe8xokCPUpTB1UurBwb5rVDqWDTSRpump,,,,,,,79.32,HLqBcPwCVBj8H3dBaiHshAgLSBZqRKfjiMLd62Acu5WX,no,no,unknown,35.698701298701295,62.857,48.0,0.0,20.0,31.25,False,,,,0
1789432482,HhtunXrgDSF6HnhXcZEKAaBcMHsMWQWFrP7uCy4Xpump,,,,,,,0.0,8FJUv5k4uA2WqjnMQWa1HgZczjgNtpRGWvSbgcHeDsCD,no,no,unknown,33.95324675324676,42.857,64.0,0.0,60.0,31.25,False,Pump Fun,JDVANSCOIN,,1
1789432507,uN7FtS1cQCSCq2GuTgc7rhejg9aEAEM6zjsvNqQvgxh,,,,,,,58.65,8fvJqmBKpchRYYc1czR7B3es5Wr1k6AfcowfRoJmNfD2,no,no,unknown,27.8025974025974,28.571,48.0,0.0,60.0,31.25,False,Space Themed,LexLuthorDev_/status/2099641669016564062,,1
1789433629,13ynsosB4TvDuCcYnYBey4SFv485zAwubnYQatzrpump,,,,,,,0.0,BnZ1yM4TR7qRQhvjcuQo4bBiXZwNWn7PRDJNAxzk4e74,no,no,unknown,33.03896103896105,74.286,0.0,0.0,20.0,31.25,False,,,,0
1789433653,8KGGEASotRFLqdvTrxaxz3sSSvyCP25qtwrt82XEpump,,,,,,,0.0,7EWFNhvB3CkcPWttfm3AJurAVwGS6ixJmrGiWYpkXEJu,no,no,unknown,36.23896103896104,54.286,64.0,0.0,40.0,31.25,False,Pump Fun|Space Themed,jude_on_sol,,0
1789433678,D9dyVQzMUG1VEJ423FBZJjE8s7y7t5GLwzTY26pPpump,,,,,,,3.42,4kxUCMsyoLWDK8yzq7CMgmpJ9fwNxCkb3zLgBfvyejHx,no,no,unknown,22.857142857142858,28.571,0.0,0.0,80.0,31.25,False,Pump Fun,BatonTrumpX,BatonTrump,1
1789433702,FAsCiAc7ouNNZGpibRpBfRUVYVbLTHMZ9ythjHorspUB,,,,,,,0.0,2iK1Xz1V3XZZDYjV86tBC4ers6AUo9XDJ1m9hLXTDgnr,no,no,unknown,20.77922077922078,28.571,0.0,0.0,40.0,31.25,False,,i/communities/1996782345970454897,,0
1789433727,FqibiEWvKTuorxbnpf2JvL8KbJ3r7e1wxujBRGHhNE6w,,,,,,,,,,,unknown,1.038961038961039,0.0,0.0,0.0,20.0,0.0,False,,,,0
1789435486,42gzRXPEj5fS3waLsTAB32V87WgMBfMeW6mmWG8KgcGe,,,,,,,0.0,7homLDNtU3XRZgTkqPyr8C1fDMvdfZEjNpEpx3ryTfbX,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,,,,0
1789435510,4b7vfbstW5PoFsdRa3cK8hHLv9pSmfRprNwHL3cJydtU,,,,,,,0.0,3EszWvZgrJGeFpwpXdMWgwJhrjTSsBZp4x2eXcYnD1mZ,no,no,unknown,22.857142857142858,28.571,0.0,0.0,80.0,31.25,False,,NexCardPay,NexcardCash,1
1789435534,4iYWMrT5ZcKrxFLrgqScbBQnZeZmyvYQ57zrYoCyLz8K,,,,,,,,,,,unknown,16.4987012987013,25.714,64.0,0.0,20.0,0.0,False,,,,0
1789435560,CbpEogQ87EuE9wqiYmSAdFW9gfUfAjP8kT7YCjS3pump,,,,,,,0.02,4FDwUAHKsMsqQkfEf93CrJqfMV4bJv4rxHcFSr17iGhm,no,no,unknown,23.064935064935067,40.0,0.0,0.0,20.0,31.25,False,Pump Fun,,,0
1789435584,F3ePkQYxF59EcojHmHxcnxi5Mno4Y8WNUghrQRcopump,,,,,,,0.65,GJyhzLoZAxZHZGPvF3V1wsyGUnoGSQ55n6hN6nHv7W8B,no,no,unknown,33.03896103896105,40.0,80.0,0.0,20.0,31.25,False,Pump Fun,,,0
1789437022,3RXvQuQn4RMg4GUJK6gmDM47dN5vH5vjWShugWzYpump,,,,,,,0.0,EWjxq74c7ggkqMVa6ftizJLr8jkm8mQKkRKuSKFTfE9C,no,no,unknown,35.199999999999996,54.286,64.0,0.0,20.0,31.25,False,Pump Fun|In A Something,,,0
1789437046,4sgjzB5Nc49SUB4xnb3MC2H5dVkKvimfFN5AsJuVs5U7,246,38.5877,12.0906,19.3463,29.9754,2026-09-12T21:58:52Z,,,,,unknown,42.64935064935065,25.714,32.0,0.0,20.0,65.0,False,,,,0
1789437071,C9BQe19n7rF3Y8FXT3gSURiUNwdXT62hgjwrm3uMSEBz,,,,,,,1.12,Aba1aKMpfwzFR5cW71ookEFwYkUm9qH282Vv4DudqBzy,no,no,unknown,32.08311688311689,40.0,64.0,0.0,40.0,31.25,False,,wearetheretail/status/209967275431628006,,0
1789437095,DoK8XH7gBF76HwBMV8uBjk3PX42sYXbNJ3dZQSSSMov9,,,,,,,0.0,FiszvFdDyTFwRtv7kFVJ9v97UdCvxT5GCqRQy7MLuLHu,no,no,unknown,20.77922077922078,28.571,0.0,0.0,40.0,31.25,False,,i/communities/2012278358965424158,,0
1789437120,E2pgqFv6qgntRC97Y3ofMgk5Mzikw3Vh1yeADcVWZKP1,,,,,,,7.55,FELjCLvJtvZQNg1vHH5w2fjSPQJ1m3zWNzoaoBoDtgHH,no,no,unknown,22.774025974025978,28.571,16.0,0.0,40.0,31.25,False,,i/communities/2012278358965424158,,0
1789437144,FxQNwBTzw4KtQSLy8cbJENg36aRo9fpbuDJPZbqpump,,,,,,,79.31,H9iy1Z5QC7CckTGGazy78GfaSq7kspi36KtUMhjg1KhY,no,no,unknown,35.78181818181818,62.857,32.0,0.0,60.0,31.25,False,,Tesla,,1
1789439060,4eoGz1cSyTo7jze7P7dqEmymacXprovN7ZnEouPvuGw8,,,,,,,0.0,AcmJcjXCBiVYSx5rZXQwqE9QiUaJ6aQrDvib2jweFn9w,no,no,unknown,29.298701298701303,54.286,0.0,0.0,60.0,31.25,False,,northxbt0/status/2099518223309799508,,1
1789439084,62QNjgBCZeAwkYMJQvC7osvdSdo5yPr2aahq8qMGpump,,,,,,,0.0,xZdLuFksqcZurgWhzMdgppKFofu2xm2FT7Wbn27Yp5q,,,unknown,1.038961038961039,0.0,0.0,0.0,20.0,0.0,False,Pump Fun,,,0
1789439109,BaxP2dCmFRJfFTnY5jVcGdL9uRPJDrgD8yUikGHH7RYS,,,,,,,,,,,unknown,10.34805194805195,11.429,48.0,0.0,20.0,0.0,False,,,,0
1789439133,Bm5gGEKrfq9sikseXSLbyQ5c7PV2UBKQq8NY2TJ6pump,,,,,,,0.0,9pKeMdVhvYRZZBJKJhtcN6B8od13Ur29HEedanMQJC75,no,no,unknown,30.17142857142857,40.0,32.0,0.0,80.0,31.25,False,Pump Fun,trumpoilsupply,meme100xclubs,1
1789439158,CC1TtShinGnQBiJoE7HAX3HSbWEG7JeU7E9vkyk6Ttd4,,,,,,,0.0,GmifsSczbLKNhqVBMbpRsdowBamny4cqc85jmzcqTts,no,no,unknown,24.76883116883117,28.571,32.0,0.0,40.0,31.25,False,,jeetassassin/status/2099682859627753494,,0
1789439182,DzdykYRHvCVvDGY4eTvz1XxWiZ3avs5LPxD8uek7pump,,,,,,,81.15,2mtSgPMDJ47vUH17ts3yaWrCnC7S1qrWTuN1hDAah2YZ,no,no,unknown,27.05454545454546,40.0,32.0,0.0,20.0,31.25,False,,,,0
1789439207,GSXw6MgeBfJsuhtiNkgz1QcP4wA6T58fzwh61WeTLJSo,,,,,,,2.46,QLKb9Bm2yr3UWFT3VrmH7Yrq9UzKb3eseUFFR16Qtq5,no,no,unknown,27.8025974025974,28.571,48.0,0.0,60.0,31.25,False,,SpoutOnOrca,,1
